# ----------------------------------------
# All Web Site Data
# Pages
# 20210101-20211231
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/us/experience/a-superb-online-wine-tasting-with-cheese-pairings/?wbraid=CjgKCAjwq7aGBhBNEigA8lg5Z0xDYvyn6nXzZ-dRBk2HzmJ-IH6upQQkRbpU9nwx5s7ozxscGgKaiw,1,1,00:00:00,1,100.00%,100.00%,$0.00
/us/experience/a-superb-online-wine-tasting-with-cheese-pairings/?wbraid=CjkKCQjwrPCGBhDMARIoAO2Hv69twptFlyiAmi6oqLo6nqM2gHGup_PXGQP_Tqtfhydx-c1ubBoC2OA,1,1,00:00:00,1,100.00%,100.00%,$0.00
/us/experience/a-unique-online-fortune-teller/?preview_id=1056&preview_nonce=c7c5265307&preview=true,1,1,00:03:31,0,0.00%,0.00%,$0.00
/us/experience/a-virtual-interactive-cinnamon-buns-with-buttermilk-icing-bake-along/?preview_id=2918&preview_nonce=1297908eec&preview=true,1,1,00:00:17,0,0.00%,0.00%,$0.00
/us/experience/a-virtual-magic-show-with-a-bafta-award-winning-magician/?s=immersive,1,1,00:00:09,1,0.00%,0.00%,$0.00
/us/experience/a-virtual-magic-show-with-a-bafta-award-winning-magician/?s=lettering,1,1,00:00:05,0,0.00%,0.00%,$0.00
/us/experience/a-virtual-magic-show-with-a-bafta-award-winning-magician/?s=magic,1,1,00:00:05,0,0.00%,0.00%,$0.00
/us/experience/a-virtual-paint-and-sip-party-with-fun-artist/?preview_id=2768&preview_nonce=dddd4c48de&preview=true,1,1,00:01:22,0,0.00%,0.00%,$0.00
/us/experience/a-virtual-pride-casino-night-with-an-incredible-drag-queen/?preview_id=1959&preview_nonce=f7695c86c5&preview=true,1,1,00:01:02,0,0.00%,0.00%,$0.00
/us/experience/a-virtual-roaring-20s-cocktail-party-with-private-jazz-show/?preview_id=2125&preview_nonce=5a281cf396&preview=true,1,1,00:02:29,0,0.00%,0.00%,$0.00
/us/experience/a-virtual-roaring-20s-summer-cocktail-party-with-private-jazz-show/?preview_id=2125&preview_nonce=5a281cf396&preview=true,1,1,00:00:21,0,0.00%,0.00%,$0.00
/us/experience/a-virtual-roaring-20s-summer-cocktail-party-with-private-jazz-show/?preview_id=2125&preview_nonce=ecdc6be3e3&preview=true,1,1,00:01:12,0,0.00%,0.00%,$0.00
/us/experience/an-entertaining-online-wine-tasting-masterclass/?gbraid=0AAAAABYxgECAlGn5sMiAIFgeNwHBwOmuo,1,1,00:00:00,1,100.00%,100.00%,$0.00
/us/experience/an-entertaining-online-wine-tasting-masterclass/?gbraid=0AAAAABYxgECO8AZAn0kfMsfE0K-jEBLyR,1,1,00:00:00,1,100.00%,100.00%,$0.00
/us/experience/an-incredible-bespoke-virtual-casino-night/?preview_id=872&preview_nonce=3f2d7c59e7&preview=true,1,1,00:00:24,0,0.00%,0.00%,$0.00
/us/experience/an-incredible-bespoke-virtual-casino-night/?preview_id=872&preview_nonce=670ade9d3d&preview=true,1,1,00:01:10,0,0.00%,0.00%,$0.00
/us/experience/an-incredible-online-interactive-magic-show/?preview_id=2300&preview_nonce=7b7dc92786&preview=true,1,1,00:02:20,0,0.00%,0.00%,$0.00
/us/experience/an-interactive-online-adventure-escape-room/?preview_id=2236&preview_nonce=98bd2289e9&preview=true,1,1,00:18:55,0,0.00%,0.00%,$0.00
/us/experience/an-interactive-online-donut-making-masterclass/?preview_id=1329&preview_nonce=2677c0bad0&preview=true,1,1,00:01:05,0,0.00%,0.00%,$0.00
/us/experience/an-interactive-online-whacky-wager-betting-night/?preview_id=1322&preview_nonce=3492e0c0e4&preview=true,1,1,00:00:00,0,0.00%,100.00%,$0.00
/us/experience/an-interactive-online-whacky-wager-betting-night/?preview_id=1322&preview_nonce=c9fc4bea8c&preview=true,1,1,00:01:18,1,0.00%,0.00%,$0.00
/us/experience/an-interactive-online-whacky-wager-betting-night/?preview=true,1,1,00:01:21,1,0.00%,0.00%,$0.00
/us/experience/an-interactive-rum-tasting-masterclass-with-rum-cocktails/?preview=true,1,1,00:23:25,0,0.00%,0.00%,$0.00
/us/experience/an-interactive-virtual-craft-chocolate-tasting/?preview_id=2841&preview_nonce=06920ea428&preview=true,1,1,00:04:28,0,0.00%,0.00%,$0.00
/us/experience/an-interactive-virtual-craft-chocolate-tasting/?preview_id=2841&preview_nonce=fac986c1b7&preview=true,1,1,00:03:29,0,0.00%,0.00%,$0.00
/us/experience/an-interactive-virtual-craft-chocolate-tasting/?preview=true,1,1,00:00:00,0,0.00%,100.00%,$0.00
/us/experience/an-interactive-virtual-murder-mystery-experience/?preview=true,1,1,00:00:41,0,0.00%,0.00%,$0.00
/us/experience/an-online-bavarian-style-pretzel-making-masterclass/?s=AN ENTERTAINING ONLINE WINE TASTING MASTERCLASS,1,1,00:00:03,0,0.00%,0.00%,$0.00
/us/experience/an-online-ceramic-ornament-making-masterclass/?preview_id=719&preview_nonce=055796625e&preview=true,1,1,00:00:33,0,0.00%,0.00%,$0.00
/us/experience/an-online-festive-bauble-painting-workshop/?preview_id=2522&preview_nonce=d59b4bd87d&preview=true,1,1,00:05:09,0,0.00%,0.00%,$0.00
/us/experience/an-online-festive-wreath-making-workshop/?preview_id=2616&preview_nonce=6bed88dd47&preview=true,1,1,00:00:08,1,0.00%,0.00%,$0.00
/us/experience/an-online-holiday-ornament-painting-party/?preview_id=2787&preview_nonce=c041742bd2&preview=true,1,1,00:00:00,0,0.00%,100.00%,$0.00
/us/experience/an-online-incredible-bubble-show-and-workshop/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/us/experience/an-online-interactive-pizza-and-caesar-salad-cook-along-experience/?preview_id=2912&preview_nonce=2b533ca32b&preview=true,1,1,00:00:23,0,0.00%,0.00%,$0.00
/us/experience/an-online-interactive-pizza-and-caesar-salad-cook-along-experience/?preview_id=2912&preview_nonce=81da5f8a56&preview=true,1,1,00:00:00,0,0.00%,100.00%,$0.00
/us/experience/an-online-interactive-pizza-and-caesar-salad-cook-along-experience/?preview_id=2912&preview_nonce=c4b4fa2e4f&preview=true,1,1,00:00:13,1,0.00%,0.00%,$0.00
/us/experience/an-online-interactive-pizza-and-caesar-salad-cook-along-experience/?preview=true,1,1,00:00:00,0,0.00%,100.00%,$0.00
/us/experience/an-online-interactive-tie-dye-workshop/?preview_id=2749&preview_nonce=cf4f01502f&preview=true,1,1,00:00:33,0,0.00%,0.00%,$0.00
/us/experience/an-online-mindful-baking-workshop-with-a-professional-chef/?preview_id=1407&preview_nonce=f1eb71e3a5&preview=true,1,1,00:00:00,0,0.00%,100.00%,$0.00
/us/experience/an-online-murder-mystery-experience/?preview_id=2885&preview_nonce=9f7bc03c5f&preview=true,1,1,00:00:06,0,0.00%,0.00%,$0.00
/us/experience/an-online-murder-mystery-experience/?preview_id=2885&preview_nonce=c77519857e&preview=true,1,1,00:04:43,0,0.00%,0.00%,$0.00
/us/experience/an-online-murder-mystery-experience/?preview_id=2885&preview_nonce=dad2e7bd81&preview=true,1,1,00:00:19,0,0.00%,0.00%,$0.00
/us/experience/an-online-natural-and-creative-bath-bomb-and-bath-salts-workshop/?preview_id=1230&preview_nonce=097acff678&preview=true,1,1,00:03:14,0,0.00%,0.00%,$0.00
/us/experience/an-online-painting-workshop-with-all-materials-delivered/?preview_id=387&preview_nonce=69e691ecaa&preview=true,1,1,00:00:10,0,0.00%,0.00%,$0.00
/us/experience/an-online-scented-candle-making-masterclass/?preview_id=724&preview_nonce=31fc59ea52&preview=true,1,1,00:02:20,0,0.00%,0.00%,$0.00
/us/experience/an-online-scented-candle-making-masterclass/?preview=true,1,1,00:02:37,0,0.00%,0.00%,$0.00
/us/experience/an-online-tequila-tasting-complete-with-a-tequila-cocktail/?preview_id=838&preview_nonce=8a26fa5275&preview=true,1,1,00:00:35,0,0.00%,0.00%,$0.00
/us/experience/an-online-tequila-tasting-complete-with-a-tequila-cocktail/?preview=true,1,1,00:01:00,0,0.00%,0.00%,$0.00
/us/experience/an-online-wine-tasting-masterclass-celebrating-women-in-winemaking/,1,1,00:00:21,1,0.00%,0.00%,$0.00
/us/experience/back-to-the-80s-party-package/?preview_id=2662&preview_nonce=adac3097a6&preview=true,1,1,00:01:24,0,0.00%,0.00%,$0.00
/us/experience/bespoke-online-cocktail-making-masterclass-with-master-mixologists/?gbraid=0AAAAABYxgECPWHCohQpDytUtnSIiPn3Sz,1,1,00:00:00,1,100.00%,100.00%,$0.00
/us/experience/bespoke-online-cocktail-making-masterclass-with-master-mixologists/?preview=true,1,1,00:00:53,0,0.00%,0.00%,$0.00
/us/experience/challenge-yourself-in-this-interactive-virtual-hacking-experience/?preview_id=2093&preview_nonce=28b97d338b&preview=true,1,1,00:00:11,0,0.00%,0.00%,$0.00
/us/experience/challenge-yourself-in-this-interactive-virtual-hacking-experience/?preview=true,1,1,00:00:00,0,0.00%,100.00%,$0.00
/us/experience/christmas-at-drownton-abbey-an-exclusive-online-murder-mystery/?preview_id=2624&preview_nonce=31d9b80c2d&preview=true,1,1,00:11:11,0,0.00%,0.00%,$0.00
/us/experience/christmas-at-drownton-abbey-an-exclusive-online-murder-mystery/?preview_id=2624&preview_nonce=8d125a0582&preview=true,1,1,00:00:16,1,0.00%,0.00%,$0.00
/us/experience/christmas-at-drownton-abbey-an-exclusive-online-murder-mystery/?preview=true,1,1,00:00:28,0,0.00%,0.00%,$0.00
/us/experience/complete-the-ultimate-escape-from-alcatraz-in-this-online-escape-room/?preview_id=2241&preview_nonce=4932ce7a73&preview=true,1,1,00:03:49,0,0.00%,0.00%,$0.00
/us/experience/copy-of-an-interactive-virtual-craft-chocolate-tasting/,1,1,00:02:12,0,0.00%,0.00%,$0.00
/us/experience/copy-of-an-interactive-virtual-craft-chocolate-tasting/?preview=true,1,1,00:00:29,0,0.00%,0.00%,$0.00
/us/experience/die-another-dame-a-virtual-murder-mystery-extravaganza/,1,1,00:11:55,0,0.00%,0.00%,$0.00
/us/experience/enjoy-a-bespoke-online-escape-room-with-an-ingenious-storyline/?preview_id=479&preview_nonce=13e456731c&preview=true,1,1,00:00:00,0,0.00%,100.00%,$0.00
/us/experience/enjoy-a-bespoke-online-escape-room-with-an-ingenious-storyline/?preview=true,1,1,00:01:06,1,0.00%,0.00%,$0.00
/us/experience/enjoy-a-bespoke-online-escape-room-with-an-ingenious-storyline/send,1,1,00:00:00,0,0.00%,100.00%,$0.00
/us/experience/enjoy-a-unique-and-comical-online-caricature-workshop/?preview_id=1037&preview_nonce=e336f4e26e&preview=true,1,1,00:00:39,0,0.00%,0.00%,$0.00
/us/experience/enjoy-a-unique-and-comical-online-caricature-workshop/?preview_id=1037&preview_nonce=f1a14d8192&preview=true,1,1,00:01:42,0,0.00%,0.00%,$0.00
/us/experience/enjoy-a-unique-and-comical-online-caricature-workshop/?preview=true,1,1,00:02:30,0,0.00%,0.00%,$0.00
/us/experience/enjoy-a-virtual-music-bingo-experience/?preview_id=2112&preview_nonce=6df87f4b55&preview=true,1,1,00:16:57,0,0.00%,0.00%,$0.00
/us/experience/enjoy-an-interactive-online-gameshow-bonanza/?preview_id=2108&preview_nonce=162c32e330&preview=true,1,1,00:00:00,0,0.00%,100.00%,$0.00
/us/experience/experience-an-exclusive-virtual-taskmaster-gameshow/,1,1,00:00:08,0,0.00%,0.00%,$0.00
/us/experience/experience-an-incredible-online-interactive-magic-show/,1,1,00:00:10,0,0.00%,0.00%,$0.00
/us/experience/find-the-lost-treasure-in-this-online-puzzling-pirate-adventure/?preview_id=2103&preview_nonce=2c04b6a874&preview=true,1,1,00:07:59,1,0.00%,0.00%,$0.00
/us/experience/indulge-in-an-online-chocolate-truffle-making-experience/?preview_id=1279&preview_nonce=a1339ffaaf&preview=true,1,1,00:00:00,0,0.00%,100.00%,$0.00
/us/experience/mix-art-mindfulness-in-this-online-painting-masterclass/?preview_id=1291&preview_nonce=cd1ef8ae4f&preview=true,1,1,00:00:36,0,0.00%,0.00%,$0.00
/us/experience/mix-art-mindfulness-in-this-online-painting-masterclass/?preview=true,1,1,00:00:00,0,0.00%,100.00%,$0.00
/us/experience/online-immersive-thriller-escape-room/?preview_id=1220&preview_nonce=96ee8621de&preview=true,1,1,00:04:51,0,0.00%,0.00%,$0.00
/us/experience/online-wine-and-cheese-tasting/?preview=true,1,1,00:00:20,0,0.00%,0.00%,$0.00
/us/experience/paint-your-pet-in-this-online-workshop/?preview_id=2778&preview_nonce=050cb8bf34&preview=true,1,1,00:04:27,0,0.00%,0.00%,$0.00
/us/experience/refresh-relax-rejuvenate-a-virtual-wellbeing-workshop/?preview_id=1070&preview_nonce=5fc55f8a97&preview=true,1,1,00:01:07,0,0.00%,0.00%,$0.00
/us/experience/refresh-relax-rejuvenate-a-virtual-wellbeing-workshop/?preview=true,1,1,00:01:20,0,0.00%,0.00%,$0.00
/us/experience/reinvigorate-your-team-with-a-choice-of-bespoke-workout-sessions/?preview_id=1071&preview_nonce=51671063b2&preview=true,1,1,00:00:14,0,0.00%,0.00%,$0.00
/us/experience/reinvigorate-your-team-with-a-choice-of-bespoke-workout-sessions/?preview=true,1,1,00:02:05,0,0.00%,0.00%,$0.00
/us/experience/the-escape-the-office-online-summer-party/?preview_id=2122&preview_nonce=e11eab8f1f&preview=true,1,1,00:04:55,1,0.00%,0.00%,$0.00
/us/experience/the-perfect-fun-interactive-virtual-cocktail-masterclass/?preview_id=2324&preview_nonce=9d9f5ae4a1&preview=true,1,1,00:02:23,0,0.00%,0.00%,$0.00
/us/experience/the-perfect-fun-interactive-virtual-cocktail-masterclass/?preview=true,1,1,00:00:14,0,0.00%,0.00%,$0.00
/us/experience/the-please-everyone-online-summer-party-package/?preview_id=2129&preview_nonce=7ff59999f8&preview=true,1,1,00:00:33,0,0.00%,0.00%,$0.00
/us/experience/the-please-everyone-online-summer-party-package/?preview=true,1,1,00:00:20,0,0.00%,0.00%,$0.00
/us/experience/the-ultimate-interactive-online-bingo-experience-with-charlie-hides/?preview_id=573&preview_nonce=66062a51d4&preview=true,1,1,00:06:55,0,0.00%,0.00%,$0.00
/us/experience/the-ultimate-interactive-online-bingo-experience-with-charlie-hides/?preview=true,1,1,00:01:45,0,0.00%,0.00%,$0.00
/us/experience/the-ultimate-online-fat-big-quiz-of-everything/?preview_id=1325&preview_nonce=10720a3ace&preview=true,1,1,00:01:20,0,0.00%,0.00%,$0.00
/us/experience/the-ultimate-online-fat-big-quiz-of-everything/?preview=true,1,1,00:00:35,0,0.00%,0.00%,$0.00
/us/experience/the-ultimate-online-horse-racing-experience/?preview_id=870&preview_nonce=4312974d9e&preview=true,1,1,00:02:25,0,0.00%,0.00%,$0.00
/us/experience/ultimate-online-gameshow/?preview_id=458&preview_nonce=0f02492743&preview=true,1,1,00:02:31,0,0.00%,0.00%,$0.00
/us/experience/ultimate-online-gameshow/?preview_id=458&preview_nonce=d5552163fe&preview=true,1,1,00:00:00,0,0.00%,100.00%,$0.00
/us/experience/ultimate-online-gameshow/?preview_id=458&preview_nonce=dfc6a9a863&preview=true,1,1,00:00:00,0,0.00%,100.00%,$0.00
/us/experience/virtual-holiday-decorations-workshop/?preview_id=2867&preview_nonce=466844db6f&preview=true,1,1,00:00:00,0,0.00%,100.00%,$0.00
/us/experience/virtual-holiday-decorations-workshop/?preview_id=2867&preview_nonce=a2d3544d31&preview=true,1,1,00:01:04,0,0.00%,0.00%,$0.00
/us/experience/virtual-pop-up-jazz-show/?preview_id=1239&preview_nonce=0936854988&preview=true,1,1,00:00:10,0,0.00%,0.00%,$0.00
/us/experience/virtual-pop-up-jazz-show/?preview=true,1,1,00:00:11,0,0.00%,0.00%,$0.00
/us/experience/virtual-pop-up-jazz-show/?s=VIRTUAL HOLIDAY,1,1,00:00:08,0,0.00%,0.00%,$0.00
/us/experience/wine-down-in-this-relaxing-virtual-wine-tasting/?preview_id=2458&preview_nonce=163ab89756&preview=true,1,1,00:00:08,0,0.00%,0.00%,$0.00
/us/experience/winter-at-drownton-abbey-an-exclusive-online-murder-mystery/?preview_id=2624&preview_nonce=71534e9b87&preview=true,1,1,00:00:40,0,0.00%,0.00%,$0.00
/us/us/experience/a-unique-online-fortune-teller/,1,1,00:01:46,0,0.00%,0.00%,$0.00
,"26,027","22,943",00:02:12,"9,912",76.02%,47.00%,$0.00

Day Index,Pageviews
1/1/21,0
1/2/21,0
1/3/21,0
1/4/21,0
1/5/21,0
1/6/21,0
1/7/21,0
1/8/21,0
1/9/21,0
1/10/21,0
1/11/21,0
1/12/21,0
1/13/21,0
1/14/21,0
1/15/21,0
1/16/21,0
1/17/21,0
1/18/21,0
1/19/21,0
1/20/21,0
1/21/21,0
1/22/21,0
1/23/21,0
1/24/21,0
1/25/21,0
1/26/21,0
1/27/21,0
1/28/21,0
1/29/21,0
1/30/21,0
1/31/21,0
2/1/21,0
2/2/21,0
2/3/21,0
2/4/21,0
2/5/21,0
2/6/21,0
2/7/21,0
2/8/21,0
2/9/21,0
2/10/21,0
2/11/21,0
2/12/21,0
2/13/21,0
2/14/21,0
2/15/21,0
2/16/21,0
2/17/21,0
2/18/21,0
2/19/21,0
2/20/21,0
2/21/21,0
2/22/21,0
2/23/21,0
2/24/21,0
2/25/21,0
2/26/21,0
2/27/21,0
2/28/21,0
3/1/21,0
3/2/21,0
3/3/21,0
3/4/21,0
3/5/21,0
3/6/21,0
3/7/21,0
3/8/21,0
3/9/21,0
3/10/21,0
3/11/21,0
3/12/21,0
3/13/21,0
3/14/21,0
3/15/21,0
3/16/21,0
3/17/21,0
3/18/21,0
3/19/21,0
3/20/21,0
3/21/21,0
3/22/21,0
3/23/21,0
3/24/21,0
3/25/21,0
3/26/21,0
3/27/21,0
3/28/21,0
3/29/21,0
3/30/21,0
3/31/21,0
4/1/21,0
4/2/21,0
4/3/21,0
4/4/21,0
4/5/21,0
4/6/21,0
4/7/21,0
4/8/21,0
4/9/21,0
4/10/21,0
4/11/21,0
4/12/21,0
4/13/21,0
4/14/21,0
4/15/21,0
4/16/21,0
4/17/21,0
4/18/21,0
4/19/21,0
4/20/21,0
4/21/21,0
4/22/21,0
4/23/21,0
4/24/21,0
4/25/21,0
4/26/21,0
4/27/21,0
4/28/21,0
4/29/21,0
4/30/21,0
5/1/21,0
5/2/21,0
5/3/21,0
5/4/21,0
5/5/21,0
5/6/21,0
5/7/21,17
5/8/21,6
5/9/21,7
5/10/21,90
5/11/21,55
5/12/21,35
5/13/21,15
5/14/21,8
5/15/21,3
5/16/21,8
5/17/21,55
5/18/21,36
5/19/21,48
5/20/21,46
5/21/21,72
5/22/21,13
5/23/21,17
5/24/21,58
5/25/21,60
5/26/21,45
5/27/21,41
5/28/21,33
5/29/21,25
5/30/21,19
5/31/21,16
6/1/21,58
6/2/21,36
6/3/21,79
6/4/21,37
6/5/21,28
6/6/21,13
6/7/21,42
6/8/21,58
6/9/21,56
6/10/21,61
6/11/21,60
6/12/21,13
6/13/21,15
6/14/21,74
6/15/21,56
6/16/21,46
6/17/21,47
6/18/21,20
6/19/21,7
6/20/21,12
6/21/21,161
6/22/21,53
6/23/21,47
6/24/21,92
6/25/21,39
6/26/21,15
6/27/21,13
6/28/21,70
6/29/21,50
6/30/21,87
7/1/21,132
7/2/21,76
7/3/21,4
7/4/21,5
7/5/21,15
7/6/21,61
7/7/21,88
7/8/21,58
7/9/21,39
7/10/21,4
7/11/21,6
7/12/21,44
7/13/21,63
7/14/21,111
7/15/21,64
7/16/21,59
7/17/21,3
7/18/21,55
7/19/21,69
7/20/21,65
7/21/21,77
7/22/21,64
7/23/21,44
7/24/21,16
7/25/21,19
7/26/21,44
7/27/21,62
7/28/21,90
7/29/21,85
7/30/21,116
7/31/21,40
8/1/21,46
8/2/21,141
8/3/21,108
8/4/21,163
8/5/21,149
8/6/21,88
8/7/21,22
8/8/21,14
8/9/21,84
8/10/21,100
8/11/21,107
8/12/21,96
8/13/21,115
8/14/21,8
8/15/21,16
8/16/21,160
8/17/21,68
8/18/21,108
8/19/21,147
8/20/21,62
8/21/21,37
8/22/21,43
8/23/21,95
8/24/21,59
8/25/21,66
8/26/21,117
8/27/21,73
8/28/21,21
8/29/21,31
8/30/21,91
8/31/21,132
9/1/21,140
9/2/21,88
9/3/21,71
9/4/21,24
9/5/21,20
9/6/21,40
9/7/21,129
9/8/21,159
9/9/21,129
9/10/21,132
9/11/21,16
9/12/21,77
9/13/21,179
9/14/21,222
9/15/21,139
9/16/21,344
9/17/21,141
9/18/21,35
9/19/21,11
9/20/21,124
9/21/21,172
9/22/21,174
9/23/21,204
9/24/21,119
9/25/21,43
9/26/21,37
9/27/21,198
9/28/21,188
9/29/21,297
9/30/21,113
10/1/21,152
10/2/21,23
10/3/21,36
10/4/21,166
10/5/21,227
10/6/21,206
10/7/21,301
10/8/21,316
10/9/21,25
10/10/21,82
10/11/21,97
10/12/21,130
10/13/21,183
10/14/21,166
10/15/21,222
10/16/21,38
10/17/21,23
10/18/21,122
10/19/21,155
10/20/21,167
10/21/21,264
10/22/21,171
10/23/21,46
10/24/21,100
10/25/21,234
10/26/21,304
10/27/21,234
10/28/21,209
10/29/21,128
10/30/21,35
10/31/21,17
11/1/21,287
11/2/21,290
11/3/21,423
11/4/21,353
11/5/21,422
11/6/21,62
11/7/21,48
11/8/21,200
11/9/21,372
11/10/21,334
11/11/21,347
11/12/21,292
11/13/21,56
11/14/21,75
11/15/21,297
11/16/21,404
11/17/21,469
11/18/21,466
11/19/21,209
11/20/21,50
11/21/21,59
11/22/21,220
11/23/21,218
11/24/21,84
11/25/21,29
11/26/21,42
11/27/21,4
11/28/21,12
11/29/21,207
11/30/21,322
12/1/21,293
12/2/21,302
12/3/21,424
12/4/21,76
12/5/21,56
12/6/21,296
12/7/21,319
12/8/21,284
12/9/21,206
12/10/21,179
12/11/21,86
12/12/21,130
12/13/21,176
12/14/21,356
12/15/21,181
12/16/21,109
12/17/21,320
12/18/21,35
12/19/21,15
12/20/21,118
12/21/21,126
12/22/21,46
12/23/21,151
12/24/21,109
12/25/21,4
12/26/21,10
12/27/21,9
12/28/21,6
12/29/21,59
12/30/21,21
12/31/21,10
,"26,027"
